번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4205,개방화장실,잠실나루나들목 앞,서울특별시 송파구 잠실동 1-1,서울특별시 송파구 잠실동 1-1,N,1,1,0,0,0,0,1,1,0,한강사업본부 수질환경과,02-3780-0785,24시간,,37.5189732,127.0744351,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4206,개방화장실,잠실나루역 (개찰구 밖),서울특별시 송파구 오금로 20,서울특별시 송파구 신천동 15,N,5,4,1,1,0,0,9,1,0,서울교통공사,02-6110-2151,영업시간 내,,37.5206867,127.1038110,공공기관,교통시설,수세식,Y,장애인화장실,Y,Y,여자화장실,,2022-12-27
4207,개방화장실,잠실대교 하부,서울특별시 송파구 잠실동 1-1,서울특별시 송파구 잠실동 1-1,N,1,1,1,0,0,0,1,0,0,한강사업본부 수질환경과,02-3780-0785,24시간,,37.5189732,127.0744351,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4208,개방화장실,잠실보조경기장,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,1,0,0,0,1,1,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4209,개방화장실,잠실본동주민센터,서울특별시 송파구 백제고분로 145,서울특별시 송파구 잠실동 230-4,N,2,2,1,1,0,0,4,1,0,송파구청 자치행정과,02-2147-4600,영업시간 내,,37.5060757,127.0832121,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2022-12-27
4210,개방화장실,잠실새내역(개찰구 밖),서울특별시 송파구 올림픽로 140,서울특별시 송파구 잠실동 21,N,5,5,1,1,0,0,11,1,0,서울교통공사,02-6110-2171,영업시간 내,,37.5115672,127.0863739,공공기관,교통시설,수세식,Y,장애인화장실,Y,Y,여자화장실,,2022-12-27
4211,개방화장실,잠실세무서,서울특별시 송파구 강동대로 62,서울특별시 송파구 풍납동 388-6,N,1,1,1,0,0,0,1,0,0,잠실세무서,02-2055-9245,영업시간 내,,37.5266562,127.1135194,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4212,개방화장실,잠실실내체육관,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,10,17,1,1,0,0,21,1,0,체육시설관리사업소 시설개선과,02-2240-8838,영업시간 내,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,Y,여자화장실,,2022-12-27
4213,개방화장실,잠실실내체육관 나들목 앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,2,0,0,0,1,1,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4214,개방화장실,잠실실내체육관 매표소 앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,2,0,0,0,1,1,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4215,개방화장실,잠실실내체육관 장애인체육회 앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 송파동 20-7,N,1,2,1,1,0,0,2,1,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,민간,기타,수세식,N,없음,N,N,없음,,2022-12-27
4216,개방화장실,잠실야구장,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,62,150,1,1,0,0,251,1,0,체육시설관리사업소 시설개선과,02-2240-8838,영업시간 내,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,Y,여자화장실,,2022-12-27
4217,공중화장실,송파나루(동호휴게시설-1층),서울특별시 송파구 송파나루길 206,서울특별시 송파구 신천동 32,N,3,4,1,1,0,0,8,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5118984,127.1042446,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2022-12-27
4218,공중화장실,송파나루(동호휴게시설-2층),서울특별시 송파구 송파나루길 206,서울특별시 송파구 신천동 32,N,2,3,1,1,0,0,4,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5118984,127.1042446,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2022-12-27
4219,공중화장실,강동구청역(8),서울특별시 강동구 성내동 319 강동구청역,,N,3,6,0,0,0,0,7,0,0,서울교통공사,02-6311-8121,05~24,,37.5306697,127.1205768,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4220,공중화장실,암사역(8),서울특별시 강동구 암사동 501 암사역,,N,3,9,0,0,0,0,10,0,0,서울교통공사,02-6311-8101,05~24,,37.5511668,127.1282309,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4221,공중화장실,둔촌동역(5),서울특별시 강동구 둔촌동 416 둔촌동역,,N,3,5,0,0,0,0,8,0,0,서울교통공사,02-6311-5541,05~24,,37.5281346,127.1363750,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4222,공중화장실,상일동역(5),서울특별시 강동구 상일동 148 상일동역,,N,3,5,0,0,0,1,8,0,0,서울교통공사,02-6311-5531,05~24,,37.5546774,127.1569939,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4223,공중화장실,고덕역(5),서울특별시 강동구 고덕동 310 고덕역,,N,3,3,0,0,0,1,6,0,0,서울교통공사,02-6311-5521,05~24,,37.5556299,127.1538878,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4224,공중화장실,명일역(5),서울특별시 강동구 명일동 312 명일역,,N,3,5,0,0,0,0,8,0,0,서울교통공사,02-6311-5511,05~24,,37.5512570,127.1440039,공공기관,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4225,공중화장실,굽은다리역(5),서울특별시 강동구 명일동 345-12 굽은다리역,,N,3,4,0,0,0,0,7,0,0,서울교통공사,02-6311-5501,05~24,,37.5460517,127.1432073,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4226,공중화장실,길동역(5),서울특별시 강동구 길동 378 길동역,,N,3,4,0,0,0,1,7,0,0,서울교통공사,02-6311-5491,05~24,,37.5378114,127.1399992,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4227,공중화장실,강동역(5),서울특별시 강동구 천호동 447 강동역,,N,5,8,0,0,0,0,13,0,0,서울교통공사,02-6311-5481,05~24,,37.5357824,127.1341641,공공기관,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4228,공중화장실,천호역(5),서울특별시 강동구 천호동 455 천호역(5; 8호선),,N,6,11,0,0,0,1,17,0,0,서울교통공사,02-6311-5471,05~24,,37.5385095,127.1251279,공공기관,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31
4229,공중화장실,천호(해공)공원,강동구 올림픽로 702,,N,4,5,0,0,0,0,9,0,0,동부공원녹지사업소 천호공원,02-489-2776,24시,,37.5439721,127.1255997,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-31
4230,공중화장실,문화원,강동구 천호대로1298,,N,4,6,0,0,0,0,5,0,0,동부공원녹지사업소 길동공원,02-473-2771,08:00 ~ 18:00,,37.5382654,127.1546196,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-31
4231,공중화장실,길동생태공원,강동구 천호대로1291,,N,3,3,0,0,0,0,6,0,0,동부공원녹지사업소 길동공원,02-473-2770,10:00 ~ 18:00,,37.5390660,127.1533291,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2022-12-31
4232,공중화장실,능골근린공원,,서울특별시 강동구 상일동 536,N,1,1,1,1,0,0,3,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4233,공중화장실,볕우물어린이공원,서울특별시 강동구 고덕로24길 23,서울특별시 강동구 암사동 453-8,N,1,1,0,1,0,0,1,1,0,청소행정과,02-3425-5864,24시간,,37.5536407,127.1357334,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4234,공중화장실,고덕그라시움,,서울특별시 강동구 고덕동 692,N,2,2,1,1,1,0,4,1,1,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-01
4235,공중화장실,광나루어린이공원 화장실,서울특별시 강동구 강동구 상암로 12-19,서울특별시 강동구 암사동 515,N,1,1,1,1,0,0,3,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4236,공중화장실,성내동하니근린공원공중화장실,서울특별시 강동구 성내로3가길 71,서울특별시 강동구 성내동 533,N,2,2,1,0,0,0,4,1,0,청소행정과,02-3425-5864,24시간,,37.5294381,127.1265479,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4237,공중화장실,암사동 새장터공원 공중화장실,서울특별시 강동구 암사1가길 16,서울특별시 강동구 암사동 468-2,N,2,1,1,1,0,0,3,1,0,청소행정과,02-3425-5864,24시간,,37.5521302,127.1305978,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4238,공중화장실,고덕유수지 야구장,,서울특별시 강동구 고덕동 123-1,N,1,2,1,1,0,0,2,0,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-01-01
4239,공중화장실,선린어린이공원 공중화장실,서울특별시 강동구 양재대로91길 59,서울특별시 강동구 성내동 424,N,2,2,1,0,1,0,4,1,1,청소행정과,02-3425-5864,24시간,,37.5285264,127.1327302,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4240,공중화장실,고분다리시장(주차장) 공중화장실,서울특별시 강동구 구천면로258-6,서울특별시 강동구 천호동 280-9,N,1,1,0,0,0,0,2,0,0,청소행정과,02-3425-5864,24시간,,37.5429849,127.1322505,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,남자화장실,,2022-01-01
4241,공중화장실,암사역사공원 비지터센터,,서울특별시 강동구 암사동 137-10,N,1,1,1,0,0,0,2,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4242,공중화장실,암사역사공원 야외화장실,,서울특별시 강동구 암사동 193,N,2,1,1,1,1,1,6,1,1,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4243,공중화장실,성내유수지 체육시설,,서울특별시 송파구 방이동 88-13,N,1,3,1,0,0,0,4,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-01-01
4244,공중화장실,당말어린이 공원 공중화장실,서울특별시 강동구 진황도로29길 34,서울특별시 강동구 천호동 167-195,N,1,2,0,0,0,0,2,1,0,청소행정과,02-3425-5864,24시간,,37.5391293,127.1332849,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,없음,,2022-01-01
4245,공중화장실,산등성이목조식 공중화장실,,서울특별시 강동구 암사동 산40-3,N,1,1,0,0,0,0,2,0,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수거식,Y,여자화장실,N,N,없음,,2022-01-01
4246,공중화장실,게네고덕천(공원관리소) 공중화장실,,서울특별시 강동구 상일동 479,N,1,3,1,1,0,0,4,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4247,공중화장실,고덕천물놀이장(분수광장),,서울특별시 강동구 상일동 491,N,1,2,0,0,0,0,1,0,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실,,2022-01-01
4248,공중화장실,샘터근린공원 (족구장) 공중화장실,서울특별시 강동구 동남로 990,서울특별시 강동구 고덕동 287,N,1,2,1,1,0,0,4,1,0,청소행정과,02-3425-5864,24시간,,37.5621381,127.1575798,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4249,공중화장실,동명근린공원 (배드민턴장),서울특별시 강동구 고덕로83길 55,서울특별시 강동구 고덕동 215,N,1,1,0,0,0,0,2,0,0,청소행정과,02-3425-5864,24시간,,37.5597393,127.1683217,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-01-01
4250,공중화장실,상일쉼터(그루터기) 공중화장실,,서울특별시 강동구 상일동 147,N,3,4,1,0,0,0,5,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-01-01
4251,공중화장실,명일근린공원(중앙하이츠뒷산),,서울특별시 강동구 상일동 산54,N,1,1,0,1,0,0,2,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4252,공중화장실,명일동 근린공원(상일동산),,서울특별시 강동구 상일동 185,N,1,1,0,0,0,0,1,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4253,공중화장실,일자산 숲속화장실,서울특별시 강동구 동남로 614,서울특별시 강동구 둔촌동 6-9,N,2,3,1,0,0,0,4,1,1,청소행정과,02-3425-5864,24시간,,37.5289816,127.1492739,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-01
4254,공중화장실,명일동 샛마을근린공원 공중화장실,서울특별시 강동구 구천면로 441,서울특별시 강동구 명일동 288,N,3,2,1,0,1,0,4,1,1,청소행정과,02-3425-5864,24시간,,37.5497577,127.1475391,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
4255,공중화장실,명일파출소공중화장실,서울특별시 강동구 동남로 895,서울특별시 강동구 명일동 47-30,N,1,1,1,1,0,0,1,1,0,청소행정과,02-3425-5864,24시간,,37.5536483,127.1561052,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-01-01
4256,공중화장실,일자산 제1체육관 뒤 공중화장실,,서울특별시 강동구 둔촌동 산125,N,1,1,0,0,0,0,1,0,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-01-01
4257,공중화장실,일자산자연공원 도시농업공원 화장실,,서울특별시 강동구 둔촌동 산119,N,1,1,0,0,0,0,1,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4258,공중화장실,일자산자연공원(허브천문공원),,서울특별시 강동구 둔촌동 산86,N,1,2,1,1,0,0,2,1,1,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-01-01
4259,공중화장실,일자산자연공원(잔디광장옆),,서울특별시 강동구 산125,N,1,1,0,0,0,0,2,0,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-01-01
4260,공중화장실,고덕동 두레근린공원 공중화장실,,서울특별시 강동구 고덕동 497,N,1,1,0,0,0,0,1,1,0,청소행정과,02-3425-5864,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,없음,,2022-01-01
4261,공중화장실,고덕동 동명근린공원(축구장),서울특별시 강동구 아리수로78길 23,서울특별시 강동구 고덕동 229,N,1,1,1,1,0,0,3,1,0,청소행정과,02-3425-5864,24시간,,37.5611349,127.1644588,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-01
4262,공중화장실,민속의집 공중화장실,서울특별시 강동구 고덕로83길55,서울특별시 강동구 고덕동 215,N,1,1,0,0,0,0,1,0,0,청소행정과,02-3425-5864,24시간,,37.5597393,127.1683217,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2022-01-01
